Species	Gene	Gene_symbol	Start	End	Strand	Class	gene_family_symbol	in_palindrome	palindrome_name	cluster
SymSyn	SPANX family member N5	SPANXN5	65912467	65913627	-	AMPLICONIC	SPANXA1	yes	Q10B	SPANXN5_3
SymSyn	family with sequence similarity 156 member A	FAM156A	65965012	65978002	+	AMPLICONIC	FAM156B	yes	Q11A	FAM156B
SymSyn	MAGE family member D2	MAGED2	67884547	67892910	+	ANCESTRAL	MAGED1	no		MAGED2
SymSyn	trophinin	TRO	68014981	68025619	+	ANCESTRAL	MAGED1	no		TRO
SymSyn	PAGE family member 2B	PAGE2B	68115413	68181163	+	ANCESTRAL	GAGE1	no		PAGE5
SymSyn	PAGE family member 3	PAGE3	68325158	68338383	-	ANCESTRAL	GAGE1	no		PAGE3
SymSyn	spindlin family member 3	SPIN3	69756669	69767729	-	ANCESTRAL	SPIN2A	no		SPIN3
SymSyn	zinc finger X-linked duplicated A	ZXDA	70518856	70521620	-	ANCESTRAL	ZXDA	no		ZXDA
SymSyn	spindlin family member 4	SPIN4	71575683	71581165	-	ANCESTRAL	SPIN2A	no		SPIN4
SymSyn	poly(A) binding protein cytoplasmic 1 like 2A	PABPC1L2A	80746294	80748889	-	AMPLICONIC	PABPC1L2B	no		PABPC1L2B
SymSyn	poly(A) binding protein cytoplasmic 5	PABPC5	96446656	96449902	+	ANCESTRAL	PABPC1L2B	no		PABPC5
SymSyn	ribosomal protein L36a	RPL36A	105864967	105869844	+	ANCESTRAL	RPL36A-HNRNPH2	no		RPL36A
SymSyn	armadillo repeat containing X-linked 1	ARMCX1	106001491	106007750	+	ANCESTRAL	ARMCX2	no		ARMCX1
SymSyn	armadillo repeat containing X-linked 3	ARMCX3	106080645	106085660	+	ANCESTRAL	ARMCX2	no		ARMCX3
SymSyn	armadillo repeat containing X-linked 2	ARMCX2	106115374	106119984	-	ANCESTRAL	ARMCX2	no		ARMCX2
SymSyn	thymosin beta 15A	TMSB15A	106687984	106789240	-	ANCESTRAL	TMSB15B	no		TMSB15A_2
SymSyn	G protein-coupled receptor associated sorting protein 2	GPRASP2	106795252	106917233	+	ANCESTRAL	GPRASP2	no		GPRASP2
SymSyn	G protein-coupled receptor associated sorting protein 1	GPRASP1	106789244	106852279	+	ANCESTRAL	GPRASP2	no		GPRASP1
SymSyn	RAB40A like	RAB40AL	106974777	107096198	+	ANCESTRAL	RAB40A	no		RAB40A
SymSyn	nuclear RNA export factor 3	NXF3	107231499	107249306	-	ANCESTRAL	NXF2	no		NXF3
SymSyn	transcription elongation factor A like 8	TCEAL8	107364899	107367093	-	ANCESTRAL	TCEAL8	no		TCEAL8
SymSyn	cancer/testis antigen family 47 member C1	CT47C1	122591704	122595551	+	ANCESTRAL	CT47C1	no		CT47C1_3
SymSyn	small integral membrane protein 10	SMIM10	137977043	137983216	+	ANCESTRAL	SMIM10L2A	no		SMIM10
SymSyn	integrator complex subunit 6 like	INTS6L	138494825	138553613	+	ANCESTRAL	SAGE1	no		INTS6L
SymSyn	sarcoma antigen 1	SAGE1	138752602	138774348	+	AMPLICONIC	SAGE1	no		SAGE1
SymSyn	MAGE family member C1	MAGEC1	144914986	144922158	-	ANCESTRAL	MAGEB18	no		MAGEC1
SymSyn	SPANX family member N2	SPANXN2	146433765	146442386	-	ANCESTRAL	SPANXA1	no		SPANXN2
SymSyn	endothelium and lymphocyte associated ASCH domain 1	EOLA1	152092956	152109258	+	AMPLICONIC	EOLA1	yes	Q22.1A	EOLA1_3
SymSyn	MAGE family member A11	MAGEA11	152344792	152350016	-	AMPLICONIC	MAGEB18	no		MAGEA11
SymSyn	endothelium and lymphocyte associated ASCH domain 2	EOLA2	152482005	152493696	-	AMPLICONIC	EOLA1	yes	Q22.1B	EOLA2
SymSyn	MAGE family member A4	MAGEA4	154402490	154411936	+	ANCESTRAL	MAGEB18	no		MAGEA1
SymSyn	MAGE family member A10	MAGEA10	154610683	154614990	-	ANCESTRAL	MAGEB18	no		MAGEA10
SymSyn	MAGE family member A12	MAGEA12	155188954	155192966	+	AMPLICONIC	MAGEB18	no		MAGEA2
SymSyn	PNMA family member 5	PNMA5	155464918	155470202	-	ANCESTRAL	PNMA6E	no		PNMA5
SymSyn	PNMA family member 3	PNMA3	155508057	155512161	+	ANCESTRAL	PNMA6E	no		PNMA3
SymSyn	MAGE family member A1	MAGEA1	155611575	155616219	+	AMPLICONIC	MAGEB18	no		MAGEA1
SymSyn	PNMA family member 6F	PNMA6F	155710682	155714573	-	ANCESTRAL	PNMA6E	no		PNMA6F
SymSyn	L antigen family member 3	LAGE3	156808628	156810139	-	ANCESTRAL	LAGE3	no		LAGE3
SymSyn	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	IKBKG	156880619	156897815	+	ANCESTRAL	IKBKG	no		IKBKG
SymSyn	coagulation factor VIII	F8	157101163	157319199	-	ANCESTRAL	F8A2	no		F8
SymSyn	H2A.B variant histone 1	H2AB1	157143721	157144171	+	ANCESTRAL	H2AB3	no		H2AB1
SymSyn	coagulation factor VIII associated 1	F8A1	157145030	157146711	+	ANCESTRAL	F8A2	no		F8A3
SymSyn	MAGE family member B6B	MAGEB6B	40358329	40360126	+	ANCESTRAL	MAGEB18	no		MAGEB6
SymSyn	H2A.L variant histone 3	H2AL3	50761013	50761746	+	ANCESTRAL	H2AB3	no		H2AL3_3
SymSyn	nudix hydrolase 10	NUDT10	64756490	64761397	+	ANCESTRAL	NUDT10	no		NUDT10
SymSyn	centromere protein V like 2	CENPVL2	65087383	65088997	-	AMPLICONIC	CENPVL2	yes	Q8A	CENPVL3
SymSyn	RAB40A, member RAS oncogene family	RAB40A	107611780	107616076	-	ANCESTRAL	RAB40A	no		RAB40A
SymSyn	embryonic testis differentiation homolog C	ETDC	138297383	138297584	+	ANCESTRAL	ETDA	no		ETDB
SymSyn	SPANX family member N4	SPANXN4	145755250	145763612	+	ANCESTRAL	SPANXA1	no		SPANXN4
SymSyn	PNMA family member 6A	PNMA6A	155520531	155523977	+	ANCESTRAL	PNMA6E	no		PNMA6A
SymSyn	PWWP domain containing 4	PWWP4	155658505	155664106	+	AMPLICONIC	PWWP4	yes	Q24B	PWWP4_2
SymSyn	coagulation factor VIII associated 3	F8A3	157624820	157626620	+	AMPLICONIC	F8A2	yes	Q26A	F8A3
SymSyn	opsin 1, medium wave sensitive 3	OPN1MW3	156582137	156597316	+	ANCESTRAL	OPN1LW	no		OPN1MW
SymSyn	thymosin beta 15C	TMSB15C	108018056	108021415	+	ANCESTRAL	TMSB15B	no		TMSB15A
SymSyn	endogenous retrovirus group K member 113 Env polyprotein-like	LOC134736069	23137	30945	+	ANCESTRAL	endogenous retrovirus group K member 6 Env polyprotein-like	no		SymSyn_cluster1
SymSyn	granulocyte-macrophage colony-stimulating factor receptor subunit alpha-like	LOC129475916	15409822	15449954	+	PAR	CSF2RA	no		CSF2RA
SymSyn	atherin-like	LOC129475921	15481525	15487408	+	PAR	TBL1X	no		SymSyn_cluster1
SymSyn	anoctamin-8-like	LOC129476363	17907137	17930604	-	ANCESTRAL	TBL1X	no		SymSyn_cluster2
SymSyn	granulocyte-macrophage colony-stimulating factor receptor subunit alpha	LOC129475033	18009407	18053913	+	AMPLICONIC	CSF2RA	no		CSF2RA
SymSyn	variable charge X-linked protein 3-like	LOC129475865	20593405	20603853	-	ANCESTRAL	VCX2	no		VCX
SymSyn	variable charge X-linked protein 3-like	LOC129475809	20612358	20622740	-	ANCESTRAL	VCX2	no		VCX
SymSyn	variable charge X-linked protein 3-like	LOC129475853	20631349	20632294	-	ANCESTRAL	VCX2	no		VCX
SymSyn	variable charge X-linked protein 3-like	LOC129475731	21900132	21900845	+	ANCESTRAL	VCX2	no		VCX
SymSyn	variable charge X-linked protein 3-like	LOC129475165	21983856	22529086	+	ANCESTRAL	VCX2	no		SymSyn_cluster1
SymSyn	variable charge X-linked protein 3-like	LOC129475166	22219286	22220058	-	ANCESTRAL	VCX2	no		VCX
SymSyn	thymosin beta-10-like	LOC134735967	32444907	32445145	+	ANCESTRAL	TMSB15B	no		MacFas_PonAbe_PonPyg_SymSyn_cluster1
SymSyn	melanoma-associated antigen B6	LOC129476257	40384725	40387669	+	ANCESTRAL	MAGEB18	no		MAGEB6
SymSyn	melanoma-associated antigen B10	LOC129476019	41704161	41910063	+	ANCESTRAL	MAGEB18	no		MAGEB10
SymSyn	melanoma-associated antigen B10-like	LOC129475274	41943262	41944329	+	ANCESTRAL	MAGEB18	no		PonAbe_PonPyg_SymSyn_cluster1
SymSyn	melanoma-associated antigen B3	LOC129476223	44328711	44334133	+	ANCESTRAL	MAGEB18	no		MAGEB3
SymSyn	melanoma-associated antigen B4	LOC129476229	44338267	44339724	+	ANCESTRAL	MAGEB18	no		MAGEB4
SymSyn	melanoma-associated antigen B1	LOC129476230	44340282	44353935	+	ANCESTRAL	MAGEB18	no		MAGEB1
SymSyn	sperm acrosome-associated protein 5	LOC129476227	61776554	61778752	+	ANCESTRAL	SPACA5	no		SPACA5
SymSyn	uncharacterized LOC129475302	LOC129475302	61860960	62038302	-	ANCESTRAL	SSX4B	no		SymSyn_cluster1
SymSyn	protein SSX4-like	LOC129476248	61941547	62074122	+	AMPLICONIC	SSX4B	yes	Q7B	SSX3
SymSyn	putative protein SSX8	LOC129476250	61943846	61952686	+	AMPLICONIC	SSX4B	yes	Q7B	SSX3
SymSyn	protein SSX2-like	LOC129476247	62028087	62038342	-	ANCESTRAL	SSX4B	no		SSX3
SymSyn	G antigen 10-like	LOC129476127	62966200	62988162	+	ANCESTRAL	GAGE1	no		SymSyn_cluster1
SymSyn	G antigen 10-like	LOC129476126	62986954	62994025	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10-like	LOC129475735	62996250	63003294	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10-like	LOC129475736	63005554	63012656	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10-like	LOC129475737	63014867	63021965	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10-like	LOC129475738	63024176	63031265	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10-like	LOC129475740	63033476	63040575	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10-like	LOC129475741	63042786	63049883	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10-like	LOC129475742	63052094	63059186	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10-like	LOC129475743	63061397	63068488	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10-like	LOC129475744	63070699	63077791	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	G antigen 10	LOC129475745	63079995	63086737	+	ANCESTRAL	GAGE1	no		GAGE1
SymSyn	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC129476107	64912305	64919073	-	ANCESTRAL	NUDT10	no		NUDT10
SymSyn	centromere protein V-like protein 1	LOC129475102	65097536	65099057	+	AMPLICONIC	CENPVL2	no		CENPVL3
SymSyn	putative uncharacterized protein FLJ39060	LOC129476236	65448311	65449683	-	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q9.1A	GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
SymSyn	melanoma-associated antigen D4	LOC129475988	65457244	65464708	-	AMPLICONIC	MAGED1	yes	Q9.1A	MAGED4
SymSyn	melanoma-associated antigen D4-like	LOC129475842	65575505	65582961	+	AMPLICONIC	MAGED1	yes	Q9.2B	MAGED4
SymSyn	putative uncharacterized protein FLJ39060	LOC129475843	65589751	65592827	+	AMPLICONIC	putative uncharacterized protein FLJ39060	yes	Q9.1B	GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
SymSyn	uncharacterized LOC129475845	LOC129475845	65828013	65830257	+	AMPLICONIC	XAGE1A	yes	Q10A	SymSyn_cluster1
SymSyn	sperm protein associated with the nucleus on the X chromosome N2-like	LOC129475312	65843442	65845396	+	AMPLICONIC	SPANXA1	yes	Q10A	SPANXN2
SymSyn	sperm protein associated with the nucleus on the X chromosome N1-like	LOC129476094	65857093	65858253	+	AMPLICONIC	SPANXA1	yes	Q10A	SPANXN5_3
SymSyn	protein SSX7-like	LOC129475639	65865482	65874885	-	AMPLICONIC	SSX4B	yes	Q10A	SSX3
SymSyn	protein SSX7-like	LOC129475650	65895840	65906354	+	AMPLICONIC	SSX4B	yes	Q10B	SSX3
SymSyn	protein FAM156A/FAM156B	LOC129475006	66017936	66071596	-	AMPLICONIC	FAM156B	yes	Q11B	FAM156B
SymSyn	X antigen family member 3-like	LOC134735975	68274933	68289714	+	ANCESTRAL	GAGE1	no		SymSyn_cluster2
SymSyn	X antigen family member 3-like	LOC129475318	68663206	68667575	-	ANCESTRAL	GAGE1	no		SymSyn_cluster3
SymSyn	endogenous retrovirus group K member 25 Env polyprotein-like	LOC134736006	68798175	68800770	-	ANCESTRAL	endogenous retrovirus group K member 6 Env polyprotein-like	no		SymSyn_cluster2
SymSyn	endogenous retrovirus group K member 25 Env polyprotein-like	LOC129476453	68853278	68856494	+	AMPLICONIC	endogenous retrovirus group K member 6 Env polyprotein-like	yes	Q13B	SymSyn_cluster3
SymSyn	spindlin-2C-like	LOC129475322	69840323	69842664	-	ANCESTRAL	SPIN2A	no		SymSyn_cluster1
SymSyn	spindlin-2	LOC129476446	69878454	69880400	-	ANCESTRAL	SPIN2A	no		SPIN2A
SymSyn	spindlin-2-like	LOC129476447	69893753	69895134	-	ANCESTRAL	SPIN2A	no		SPIN2A
SymSyn	zinc finger X-linked protein ZXDB	LOC129476443	70307114	70313779	+	ANCESTRAL	ZXDA	no		ZXDA
SymSyn	uncharacterized protein CXorf49-like	LOC129476098	79432415	79436769	-	ANCESTRAL	CXorf49B	no		CXorf49
SymSyn	uncharacterized protein CXorf49-like	LOC129476096	79436390	79440841	+	ANCESTRAL	CXorf49B	no		CXorf49
SymSyn	uncharacterized protein CXorf49	LOC129476097	79477679	79481460	-	AMPLICONIC	CXorf49B	no		CXorf49
SymSyn	uncharacterized protein CXorf49-like	LOC129475875	79558108	79561908	-	ANCESTRAL	CXorf49B	no		SymSyn_cluster1
SymSyn	protein FAM236A	LOC129476119	80476787	80479504	-	AMPLICONIC	FAM236C	yes	Q15.2A	FAM236B
SymSyn	protein FAM236D	LOC129476120	80502618	80503425	-	AMPLICONIC	FAM236C	yes	Q15.2A	FAM236A
SymSyn	doublesex- and mab-3-related transcription factor C1	LOC129476115	80503590	80533399	+	AMPLICONIC	DMRTC1B	yes	Q15.3A	DMRTC1
SymSyn	doublesex- and mab-3-related transcription factor C1	LOC129475701	80552784	80581362	-	AMPLICONIC	DMRTC1B	yes	Q15.3B	DMRTC1
SymSyn	protein FAM236D-like	LOC129475703	80581432	80582341	+	AMPLICONIC	FAM236C	yes	Q15.3B	FAM236B
SymSyn	protein FAM236A	LOC129475702	80607281	80608091	+	AMPLICONIC	FAM236C	yes	Q15.2B	FAM236A
SymSyn	polyadenylate-binding protein 1-like 2	LOC129475840	80686106	80697914	+	AMPLICONIC	PABPC1L2B	yes	Q16A	PABPC1L2B
SymSyn	uncharacterized LOC129475347	LOC129475347	87823225	87837550	-	ANCESTRAL	TBL1X	no		SymSyn_cluster3
SymSyn	protein ARMCX6-like	LOC129476194	106051145	106052320	+	ANCESTRAL	ARMCX2	no		GorGor_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
SymSyn	protein ARMCX6	LOC129475989	106072947	106075851	-	ANCESTRAL	ARMCX2	no		ARMCX6
SymSyn	T-complex protein 11-like X-linked protein 2	LOC129475367	106458483	106466278	+	ANCESTRAL	TCP11X2	no		SymSyn_cluster1
SymSyn	nuclear RNA export factor 2-like	LOC129475949	106494807	106544455	+	AMPLICONIC	NXF2	yes	Q18A	NXF2
SymSyn	nuclear RNA export factor 2	LOC129475952	106563335	106612996	-	AMPLICONIC	NXF2	yes	Q18B	NXF2
SymSyn	T-complex protein 11-like X-linked protein 2	LOC129475368	106641235	106651877	-	AMPLICONIC	TCP11X2	yes	Q18B	TCP11X2
SymSyn	nuclear RNA export factor 2-like	LOC129475953	106731135	106752904	+	ANCESTRAL	NXF2	no		NXF2
SymSyn	histone H2B type W-T	LOC129476184	108062661	108074301	-	ANCESTRAL	H2BW2	no		H2BW1
SymSyn	thymosin beta-15A-like	LOC129475073	108074325	108076049	-	ANCESTRAL	TMSB15B	no		TMSB15A
SymSyn	rhox homeobox family member 2	LOC129475561	123617385	123623128	+	ANCESTRAL	RHOXF2B	no		SymSyn_cluster1
SymSyn	cancer/testis antigen 47A	LOC129475647	124293678	124297021	-	ANCESTRAL	CT47C1	no		SymSyn_cluster1
SymSyn	cancer/testis antigen family 47 member B1-like	LOC129475968	124298477	124301835	-	ANCESTRAL	CT47C1	no		SymSyn_cluster1
SymSyn	embryonic testis differentiation protein homolog B-like	LOC129476051	138097022	138098833	+	ANCESTRAL	ETDA	no		ETDA
SymSyn	small integral membrane protein 10-like protein 2A	LOC129475086	138111817	138119349	+	AMPLICONIC	SMIM10L2A	no		SMIM10L2A
SymSyn	embryonic testis differentiation protein homolog B	LOC129475085	138143191	138144866	-	AMPLICONIC	ETDA	yes	Q20A	ETDA
SymSyn	embryonic testis differentiation protein homolog B-like	LOC129475084	138247239	138248852	+	AMPLICONIC	ETDA	yes	Q20B	ETDA
SymSyn	embryonic testis differentiation protein homolog B-like	LOC129475011	138384883	138386293	+	ANCESTRAL	ETDA	no		ETDB
SymSyn	small integral membrane protein 10-like protein 2A	LOC129475897	138411337	138418066	+	ANCESTRAL	SMIM10L2A	no		SymSyn_cluster1
SymSyn	sarcoma antigen 1-like	LOC134735984	138570840	138573883	+	ANCESTRAL	SAGE1	no		SymSyn_cluster1
SymSyn	sarcoma antigen 1	LOC129475418	138591100	138607375	-	AMPLICONIC	SAGE1	yes	Q21.1A	SAGE1
SymSyn	cancer/testis antigen family 45 member A1	LOC129475547	138610040	138646178	+	AMPLICONIC	CT45A8	yes	Q21.6A	CT45A3
SymSyn	cancer/testis antigen family 45 member A1	LOC129475125	138666592	138674693	-	AMPLICONIC	CT45A8	no		CT45A3
SymSyn	cancer/testis antigen family 45 member A6-like	LOC129475419	138804100	138808534	-	ANCESTRAL	CT45A8	no		SymSyn_cluster1
SymSyn	uncharacterized LOC129476473	LOC129476473	143168298	143169084	-	ANCESTRAL	uncharacterized LOC129476473	no		GorGor_PonAbe_PonPyg_SymSyn_cluster1
SymSyn	large ribosomal subunit protein eL42-like	LOC129475464	144260871	144261582	-	ANCESTRAL	RPL36A-HNRNPH2	no		GorGor_PanTro_SymSyn_cluster1
SymSyn	melanoma-associated antigen C3-like	LOC129475798	144656882	144657924	+	ANCESTRAL	MAGEB18	no		MAGEC3
SymSyn	melanoma-associated antigen C2-like	LOC129475598	144894395	144895518	-	ANCESTRAL	MAGEB18	no		PonAbe_PonPyg_SymSyn_cluster2
SymSyn	melanoma-associated antigen C2	LOC129475723	144942438	144945381	-	ANCESTRAL	MAGEB18	no		MAGEC2
SymSyn	sperm protein associated with the nucleus on the X chromosome N3	LOC129476032	146233643	146242458	-	ANCESTRAL	SPANXA1	no		SPANXN2
SymSyn	sperm protein associated with the nucleus on the X chromosome N1	LOC129476224	147863549	147864676	+	ANCESTRAL	SPANXA1	no		SymSyn_cluster1
SymSyn	uncharacterized protein CXorf51A-like	LOC129476403	149410096	149410736	-	ANCESTRAL	CXorf51B	no		SymSyn_cluster1
SymSyn	melanoma-associated antigen 9	LOC129475730	152146541	152152575	-	AMPLICONIC	MAGEB18	yes	Q22.1A	MAGEA9
SymSyn	heat shock transcription factor, X-linked	LOC129476197	152157621	152165317	-	AMPLICONIC	HSFX3	yes	Q22.1A	HSFX2
SymSyn	heat shock transcription factor, X-linked	LOC129476151	152170252	152178060	-	AMPLICONIC	HSFX3	yes	Q22.1A	HSFX2
SymSyn	heat shock transcription factor, X-linked	LOC129476153	152182997	152190809	-	AMPLICONIC	HSFX3	yes	Q22.1A	HSFX2
SymSyn	heat shock transcription factor, X-linked	LOC129476044	152195744	152203556	-	AMPLICONIC	HSFX3	yes	Q22.1A	HSFX2
SymSyn	heat shock transcription factor, X-linked	LOC129476047	152208470	152216278	-	AMPLICONIC	HSFX3	yes	Q22.1A	HSFX2
SymSyn	heat shock transcription factor, X-linked-like	LOC129475434	152215057	152225260	-	AMPLICONIC	HSFX1	yes	Q22.1A	SymSyn_cluster1
SymSyn	heat shock transcription factor, X-linked-like	LOC129475435	152227794	152241732	-	AMPLICONIC	HSFX1	yes	Q22.6A	SymSyn_cluster1
SymSyn	heat shock transcription factor, X-linked-like	LOC129475684	152246842	152250733	-	AMPLICONIC	HSFX1	yes	Q22.8A	HSFX2
SymSyn	transmembrane protein 185A	LOC129475685	152250855	152285256	-	AMPLICONIC	TMEM185A	yes	Q22.8A	TMEM185A
SymSyn	transmembrane protein 185A-like	LOC129475901	152373522	152378881	+	AMPLICONIC	TMEM185A	no		TMEM185A_2
SymSyn	heat shock transcription factor, X-linked-like	LOC129475900	152380654	152383332	+	AMPLICONIC	HSFX1	yes	Q22.8B	HSFX2
SymSyn	heat shock transcription factor, X-linked-like	LOC129476164	152387976	152396073	+	AMPLICONIC	HSFX1	yes	Q22.1B	HSFX2
SymSyn	heat shock transcription factor, X-linked-like	LOC129476166	152400714	152408811	+	AMPLICONIC	HSFX1	yes	Q22.1B	HSFX2
SymSyn	heat shock transcription factor, X-linked-like	LOC129476182	152413460	152421557	+	AMPLICONIC	HSFX1	yes	Q22.1B	HSFX2
SymSyn	heat shock transcription factor, X-linked-like	LOC129476165	152426211	152434295	+	AMPLICONIC	HSFX1	yes	Q22.1B	HSFX2
SymSyn	melanoma-associated antigen 9-like	LOC129476101	152443205	152444976	+	AMPLICONIC	MAGEB18	yes	Q22.1B	MAGEA9
SymSyn	heat shock transcription factor, X-linked member 3	LOC129475851	152483592	152490966	+	AMPLICONIC	HSFX3	yes	Q22.1B	HSFX4
SymSyn	uncharacterized LOC129475109	LOC129475109	152499907	152556484	+	AMPLICONIC	uncharacterized LOC129053094	yes	Q22.1B	SymSyn_cluster1
SymSyn	melanoma-associated antigen 3-like	LOC129476140	155170354	155173415	+	AMPLICONIC	MAGEB18	yes	Q23A	MAGEA2
SymSyn	chondrosarcoma-associated gene 2/3 protein-like	LOC129476142	155182687	155188997	-	AMPLICONIC	CSAG1	no		CSAG2
SymSyn	melanoma-associated antigen 3-like	LOC129475719	155212081	155213227	-	AMPLICONIC	MAGEB18	no		MAGEA2
SymSyn	chondrosarcoma-associated gene 2/3 protein	LOC129476270	155221237	155221971	+	AMPLICONIC	CSAG1	no		CSAG2
SymSyn	melanoma-associated antigen 3	LOC129475649	155228605	155231820	-	AMPLICONIC	MAGEB18	no		MAGEA2
SymSyn	PWWP domain-containing DNA repair factor 4-like	LOC129475440	155569301	155574904	-	AMPLICONIC	PWWP4	yes	Q24A	SymSyn_cluster1
SymSyn	paraneoplastic antigen Ma6E	LOC129475891	155788492	155793806	-	ANCESTRAL	PNMA6E	no		PNMA6E
SymSyn	long-wave-sensitive opsin 1	LOC129475079	156543780	156558213	+	ANCESTRAL	OPN1LW	no		OPN1MW
SymSyn	testis-specific protein TEX28	LOC129475078	156558388	156579702	-	ANCESTRAL	TEX28	no		TEX28
SymSyn	testis-specific protein TEX28-like	LOC129475223	156596813	156621264	-	ANCESTRAL	TEX28	no		TEX28
SymSyn	cancer/testis antigen 1	LOC129475529	156915171	156919227	+	ANCESTRAL	LAGE3	no		SymSyn_cluster1
SymSyn	histone H2A-Bbd type 2/3-like	LOC129475192	157623508	157624106	+	AMPLICONIC	H2AB3	yes	Q26A	H2AB1
SymSyn	40-kDa huntingtin-associated protein	LOC129476460	157689091	157690888	-	AMPLICONIC	F8A2	no		F8A3
SymSyn	histone H2A-Bbd type 2/3	LOC129476461	157691577	157692194	-	AMPLICONIC	H2AB3	yes	Q26B	H2AB1
SymSyn	endogenous retrovirus group K member 7 Env polyprotein-like	LOC134736034	165544320	165546196	-	AMPLICONIC	endogenous retrovirus group K member 6 Env polyprotein-like	no		SymSyn_cluster4
MacFas	protein kinase cAMP-dependent X-linked catalytic subunit	PRKX	3325103	3442912	-	Unknown	TBL1X	no		PRKX_2
MacFas	transducin beta like 1 X-linked	TBL1X	9144887	9402637	+	Unknown	TBL1X	no		TBL1X
MacFas	thymosin beta 4 X-linked	TMSB4X	12730624	12732756	+	Unknown	TMSB15B	no		TMSB4X
MacFas	MAGE family member B17	MAGEB17	15992902	15994033	+	Unknown	MAGEB18	no		MAGEB17
MacFas	MAGE family member B18	MAGEB18	26117526	26119890	+	Unknown	MAGEB18	no		MAGEB18
MacFas	MAGE family member B5	MAGEB5	26194174	26194896	+	Unknown	MAGEB18	no		MAGEB5
MacFas	MAGE family member B10	MAGEB10	27803047	27804820	+	Unknown	MAGEB18	no		MAGEB10
MacFas	MAGE family member B2	MAGEB2	30229253	30230819	+	Unknown	MAGEB18	no		MAGEB2
MacFas	MAGE family member B3	MAGEB3	30241362	30246562	+	Unknown	MAGEB18	no		MAGEB3
MacFas	MAGE family member B4	MAGEB4	30250825	30253133	+	Unknown	MAGEB18	no		MAGEB4
MacFas	MAGE family member B1	MAGEB1	30255210	30261080	+	Unknown	MAGEB18	no		MAGEB1
MacFas	sperm acrosome associated 5	SPACA5	48098746	48104211	+	Unknown	SPACA5	no		SPACA5
MacFas	PAGE family member 1	PAGE1	49660666	49667466	-	Unknown	GAGE1	no		PAGE1
MacFas	PAGE family member 4	PAGE4	49825036	49828592	+	Unknown	GAGE1	no		PAGE4
MacFas	centromere protein V like 3	CENPVL3	51641566	51643431	-	Unknown	CENPVL2	no		CENPVL3
MacFas	MAGE family member D1	MAGED1	51863820	51970996	+	Unknown	MAGED1	no		MAGED1
MacFas	X antigen family member 3	XAGE3	52863465	52871455	-	Unknown	GAGE1	no		XAGE3
MacFas	family with sequence similarity 156 member A	FAM156A	52947316	52991633	-	Unknown	FAM156B	no		FAM156B
MacFas	MAGE family member D2	MAGED2	54797991	54806258	+	Unknown	MAGED1	no		MAGED2
MacFas	trophinin	TRO	54922094	54932712	+	Unknown	MAGED1	no		TRO
MacFas	PAGE family member 2B	PAGE2B	55126476	55151434	+	Unknown	GAGE1	no		PAGE5
MacFas	PAGE family member 3	PAGE3	55364994	55374613	-	Unknown	GAGE1	no		PAGE3_2
MacFas	spindlin family member 3	SPIN3	56921845	56926540	-	Unknown	SPIN2A	no		SPIN3
MacFas	spindlin family member 4	SPIN4	69847309	70134312	-	Unknown	SPIN2A	no		SPIN4_2
MacFas	DMRT like family C1B	DMRTC1B	79566401	79636726	+	Unknown	DMRTC1B	no		DMRTC1
MacFas	poly(A) binding protein cytoplasmic 5	PABPC5	98022022	98025837	+	Unknown	PABPC1L2B	no		PABPC5
MacFas	ribosomal protein L36a	RPL36A	108061353	108066378	+	Unknown	RPL36A-HNRNPH2	no		RPL36A
MacFas	armadillo repeat containing X-linked 1	ARMCX1	108201985	108206258	+	Unknown	ARMCX2	no		ARMCX1
MacFas	armadillo repeat containing X-linked 3	ARMCX3	108280277	108284959	+	Unknown	ARMCX2	no		ARMCX3
MacFas	armadillo repeat containing X-linked 2	ARMCX2	108312205	108316783	-	Unknown	ARMCX2	no		ARMCX2
MacFas	t-complex 11 family, X-linked 2	TCP11X2	108884061	108895724	-	Unknown	TCP11X2	no		TCP11X2
MacFas	thymosin beta 15A	TMSB15A	108951497	108954599	-	Unknown	TMSB15B	no		TMSB15A
MacFas	G protein-coupled receptor associated sorting protein 2	GPRASP2	109046487	109165300	+	Unknown	GPRASP2	no		GPRASP2
